image_filename,source_video,trial_id,source_frame_number,source_time_seconds,source_video_fps,frame_width,frame_height
T_20260712_195728_922976_frame_000030.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,30,1.0,30.0,1280,720
T_20260712_195728_922976_frame_000060.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,60,2.0,30.0,1280,720
T_20260712_195728_922976_frame_000090.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,90,3.0,30.0,1280,720
T_20260712_195728_922976_frame_000120.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,120,4.0,30.0,1280,720
T_20260712_195728_922976_frame_000150.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,150,5.0,30.0,1280,720
T_20260712_195728_922976_frame_000180.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,180,6.0,30.0,1280,720
T_20260712_195753_424095_frame_000000.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,0,0.0,30.0,1280,720
T_20260712_195753_424095_frame_000030.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,30,1.0,30.0,1280,720
T_20260712_195753_424095_frame_000060.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,60,2.0,30.0,1280,720
T_20260712_195753_424095_frame_000090.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,90,3.0,30.0,1280,720
T_20260712_195753_424095_frame_000120.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,120,4.0,30.0,1280,720
T_20260712_195753_424095_frame_000150.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,150,5.0,30.0,1280,720
T_20260712_195837_322396_frame_000000.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,0,0.0,30.0,1280,720
T_20260712_195837_322396_frame_000030.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,30,1.0,30.0,1280,720
T_20260712_195837_322396_frame_000060.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,60,2.0,30.0,1280,720
T_20260712_195837_322396_frame_000090.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,90,3.0,30.0,1280,720
T_20260712_195837_322396_frame_000120.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,120,4.0,30.0,1280,720
T_20260712_195837_322396_frame_000150.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,150,5.0,30.0,1280,720
T_20260712_195837_322396_frame_000180.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,180,6.0,30.0,1280,720
T_20260712_195837_322396_frame_000210.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,210,7.0,30.0,1280,720
T_20260712_195837_322396_frame_000240.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,240,8.0,30.0,1280,720
T_20260712_195837_322396_frame_000270.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,270,9.0,30.0,1280,720
T_20260712_195933_076767_frame_000000.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,0,0.0,30.0,1280,720
T_20260712_195933_076767_frame_000030.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,30,1.0,30.0,1280,720
T_20260712_195933_076767_frame_000060.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,60,2.0,30.0,1280,720
T_20260712_195933_076767_frame_000090.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,90,3.0,30.0,1280,720
T_20260712_195933_076767_frame_000120.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,120,4.0,30.0,1280,720
T_20260712_195933_076767_frame_000150.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,150,5.0,30.0,1280,720
T_20260712_200002_161235_frame_000000.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,0,0.0,30.0,1280,720
T_20260712_200002_161235_frame_000030.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,30,1.0,30.0,1280,720
T_20260712_200002_161235_frame_000060.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,60,2.0,30.0,1280,720
T_20260712_200002_161235_frame_000090.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,90,3.0,30.0,1280,720
T_20260712_200002_161235_frame_000120.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,120,4.0,30.0,1280,720
T_20260712_200002_161235_frame_000150.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,150,5.0,30.0,1280,720
T_20260712_200002_161235_frame_000180.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,180,6.0,30.0,1280,720
T_20260712_200033_240601_frame_000000.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,0,0.0,30.0,1280,720
T_20260712_200033_240601_frame_000030.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,30,1.0,30.0,1280,720
T_20260712_200033_240601_frame_000060.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,60,2.0,30.0,1280,720
T_20260712_200033_240601_frame_000090.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,90,3.0,30.0,1280,720
T_20260712_200033_240601_frame_000120.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,120,4.0,30.0,1280,720
T_20260712_200033_240601_frame_000150.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,150,5.0,30.0,1280,720
T_20260712_200051_593408_frame_000000.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,0,0.0,30.0,1280,720
T_20260712_200051_593408_frame_000030.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,30,1.0,30.0,1280,720
T_20260712_200051_593408_frame_000060.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,60,2.0,30.0,1280,720
T_20260712_200051_593408_frame_000090.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,90,3.0,30.0,1280,720
T_20260712_200051_593408_frame_000120.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,120,4.0,30.0,1280,720
T_20260712_200051_593408_frame_000150.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,150,5.0,30.0,1280,720
T_20260712_200051_593408_frame_000180.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,180,6.0,30.0,1280,720
T_20260712_200051_593408_frame_000210.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,210,7.0,30.0,1280,720
T_20260712_200051_593408_frame_000240.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,240,8.0,30.0,1280,720
T_20260712_200051_593408_frame_000270.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,270,9.0,30.0,1280,720
T_20260712_200051_593408_frame_000300.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,300,10.0,30.0,1280,720
T_20260712_200051_593408_frame_000330.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,330,11.0,30.0,1280,720
T_20260712_200134_229147_frame_000000.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,0,0.0,30.0,1280,720
T_20260712_200134_229147_frame_000030.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,30,1.0,30.0,1280,720
T_20260712_200134_229147_frame_000060.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,60,2.0,30.0,1280,720
T_20260712_200134_229147_frame_000090.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,90,3.0,30.0,1280,720
T_20260712_200134_229147_frame_000120.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,120,4.0,30.0,1280,720
T_20260712_200134_229147_frame_000150.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,150,5.0,30.0,1280,720
T_20260712_200134_229147_frame_000180.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,180,6.0,30.0,1280,720
T_20260712_200203_900296_frame_000000.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,0,0.0,30.0,1280,720
T_20260712_200203_900296_frame_000030.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,30,1.0,30.0,1280,720
T_20260712_200203_900296_frame_000060.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,60,2.0,30.0,1280,720
T_20260712_200203_900296_frame_000090.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,90,3.0,30.0,1280,720
T_20260712_200203_900296_frame_000120.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,120,4.0,30.0,1280,720
T_20260712_200203_900296_frame_000150.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,150,5.0,30.0,1280,720
T_20260712_200203_900296_frame_000180.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,180,6.0,30.0,1280,720
T_20260712_200241_482341_frame_000000.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,0,0.0,30.0,1280,720
T_20260712_200241_482341_frame_000030.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,30,1.0,30.0,1280,720
T_20260712_200241_482341_frame_000060.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,60,2.0,30.0,1280,720
T_20260712_200241_482341_frame_000090.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,90,3.0,30.0,1280,720
T_20260712_200241_482341_frame_000120.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,120,4.0,30.0,1280,720
T_20260712_200241_482341_frame_000150.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,150,5.0,30.0,1280,720
T_20260712_200241_482341_frame_000180.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,180,6.0,30.0,1280,720
T_20260712_200241_482341_frame_000210.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,210,7.0,30.0,1280,720
T_20260712_200303_171698_frame_000000.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,0,0.0,30.0,1280,720
T_20260712_200303_171698_frame_000030.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,30,1.0,30.0,1280,720
T_20260712_200303_171698_frame_000060.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,60,2.0,30.0,1280,720
T_20260712_200303_171698_frame_000090.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,90,3.0,30.0,1280,720
T_20260712_200303_171698_frame_000120.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,120,4.0,30.0,1280,720
T_20260712_200303_171698_frame_000150.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,150,5.0,30.0,1280,720
T_20260712_200303_171698_frame_000180.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,180,6.0,30.0,1280,720
T_20260712_200303_171698_frame_000210.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,210,7.0,30.0,1280,720
T_20260712_200303_171698_frame_000240.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,240,8.0,30.0,1280,720
T_20260712_200303_171698_frame_000270.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,270,9.0,30.0,1280,720
T_20260712_200303_171698_frame_000300.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,300,10.0,30.0,1280,720
T_20260712_200303_171698_frame_000330.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,330,11.0,30.0,1280,720
T_20260712_200303_171698_frame_000360.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,360,12.0,30.0,1280,720
T_20260712_200303_171698_frame_000390.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,390,13.0,30.0,1280,720
T_20260712_200340_371645_frame_000000.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,0,0.0,30.0,1280,720
T_20260712_200340_371645_frame_000030.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,30,1.0,30.0,1280,720
T_20260712_200340_371645_frame_000060.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,60,2.0,30.0,1280,720
T_20260712_200340_371645_frame_000090.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,90,3.0,30.0,1280,720
T_20260712_200340_371645_frame_000120.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,120,4.0,30.0,1280,720
T_20260712_200340_371645_frame_000150.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,150,5.0,30.0,1280,720
T_20260712_200340_371645_frame_000180.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,180,6.0,30.0,1280,720
T_20260712_200340_371645_frame_000210.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,210,7.0,30.0,1280,720
T_20260712_200340_371645_frame_000240.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,240,8.0,30.0,1280,720
T_20260712_200340_371645_frame_000270.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,270,9.0,30.0,1280,720
T_20260712_200340_371645_frame_000300.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,300,10.0,30.0,1280,720
T_20260712_200340_371645_frame_000330.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,330,11.0,30.0,1280,720
T_20260712_200340_371645_frame_000360.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,360,12.0,30.0,1280,720
T_20260712_200340_371645_frame_000390.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,390,13.0,30.0,1280,720
T_20260712_200340_371645_frame_000420.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,420,14.0,30.0,1280,720
T_20260712_200340_371645_frame_000450.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,450,15.0,30.0,1280,720
T_20260712_200418_666396_frame_000000.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,0,0.0,30.0,1280,720
T_20260712_200418_666396_frame_000030.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,30,1.0,30.0,1280,720
T_20260712_200418_666396_frame_000060.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,60,2.0,30.0,1280,720
T_20260712_200418_666396_frame_000090.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,90,3.0,30.0,1280,720
T_20260712_200418_666396_frame_000120.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,120,4.0,30.0,1280,720
T_20260712_200418_666396_frame_000150.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,150,5.0,30.0,1280,720
T_20260712_200418_666396_frame_000180.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,180,6.0,30.0,1280,720
T_20260712_200418_666396_frame_000210.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,210,7.0,30.0,1280,720
T_20260712_200418_666396_frame_000240.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,240,8.0,30.0,1280,720
T_20260712_200418_666396_frame_000270.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,270,9.0,30.0,1280,720
T_20260712_200418_666396_frame_000300.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,300,10.0,30.0,1280,720
T_20260712_200418_666396_frame_000330.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,330,11.0,30.0,1280,720
T_20260712_200418_666396_frame_000360.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,360,12.0,30.0,1280,720
T_20260712_200418_666396_frame_000390.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,390,13.0,30.0,1280,720
T_20260712_200418_666396_frame_000420.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,420,14.0,30.0,1280,720
T_20260712_200418_666396_frame_000450.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,450,15.0,30.0,1280,720
T_20260712_200418_666396_frame_000480.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,480,16.0,30.0,1280,720
T_20260712_200418_666396_frame_000510.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,510,17.0,30.0,1280,720
T_20260712_200418_666396_frame_000540.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,540,18.0,30.0,1280,720
T_20260712_200418_666396_frame_000570.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,570,19.0,30.0,1280,720
T_20260712_200418_666396_frame_000600.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,600,20.0,30.0,1280,720
T_20260712_200418_666396_frame_000630.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,630,21.0,30.0,1280,720
T_20260712_200418_666396_frame_000660.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,660,22.0,30.0,1280,720
T_20260712_200418_666396_frame_000690.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,690,23.0,30.0,1280,720
T_20260712_200418_666396_frame_000720.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,720,24.0,30.0,1280,720
T_20260712_200418_666396_frame_000750.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,750,25.0,30.0,1280,720
T_20260712_200418_666396_frame_000780.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,780,26.0,30.0,1280,720
T_20260715_015858_798765_frame_000000.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,0,0.0,30.0,1280,720
T_20260715_015858_798765_frame_000030.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,30,1.0,30.0,1280,720
T_20260715_015858_798765_frame_000060.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,60,2.0,30.0,1280,720
T_20260715_015858_798765_frame_000090.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,90,3.0,30.0,1280,720
T_20260715_015858_798765_frame_000120.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,120,4.0,30.0,1280,720
T_20260715_015858_798765_frame_000150.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,150,5.0,30.0,1280,720
T_20260715_015858_798765_frame_000180.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,180,6.0,30.0,1280,720
T_20260715_015858_798765_frame_000210.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,210,7.0,30.0,1280,720
T_20260715_015858_798765_frame_000240.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,240,8.0,30.0,1280,720
T_20260715_015858_798765_frame_000270.jpg,T_20260715_015858_798765.mp4,T_20260715_015858_798765,270,9.0,30.0,1280,720
T_20260715_015923_224709_frame_000000.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,0,0.0,30.0,1280,720
T_20260715_015923_224709_frame_000030.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,30,1.0,30.0,1280,720
T_20260715_015923_224709_frame_000060.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,60,2.0,30.0,1280,720
T_20260715_015923_224709_frame_000090.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,90,3.0,30.0,1280,720
T_20260715_015923_224709_frame_000120.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,120,4.0,30.0,1280,720
T_20260715_015923_224709_frame_000150.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,150,5.0,30.0,1280,720
T_20260715_015923_224709_frame_000180.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,180,6.0,30.0,1280,720
T_20260715_015923_224709_frame_000210.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,210,7.0,30.0,1280,720
T_20260715_015923_224709_frame_000240.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,240,8.0,30.0,1280,720
T_20260715_015923_224709_frame_000270.jpg,T_20260715_015923_224709.mp4,T_20260715_015923_224709,270,9.0,30.0,1280,720
T_20260715_020010_033115_frame_000000.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,0,0.0,30.0,1280,720
T_20260715_020010_033115_frame_000030.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,30,1.0,30.0,1280,720
T_20260715_020010_033115_frame_000060.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,60,2.0,30.0,1280,720
T_20260715_020010_033115_frame_000090.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,90,3.0,30.0,1280,720
T_20260715_020010_033115_frame_000120.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,120,4.0,30.0,1280,720
T_20260715_020010_033115_frame_000150.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,150,5.0,30.0,1280,720
T_20260715_020010_033115_frame_000180.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,180,6.0,30.0,1280,720
T_20260715_020010_033115_frame_000210.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,210,7.0,30.0,1280,720
T_20260715_020010_033115_frame_000240.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,240,8.0,30.0,1280,720
T_20260715_020010_033115_frame_000270.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,270,9.0,30.0,1280,720
T_20260715_020010_033115_frame_000300.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,300,10.0,30.0,1280,720
T_20260715_020010_033115_frame_000330.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,330,11.0,30.0,1280,720
T_20260715_020010_033115_frame_000360.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,360,12.0,30.0,1280,720
T_20260715_020010_033115_frame_000390.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,390,13.0,30.0,1280,720
T_20260715_020010_033115_frame_000420.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,420,14.0,30.0,1280,720
T_20260715_020010_033115_frame_000450.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,450,15.0,30.0,1280,720
T_20260715_020010_033115_frame_000480.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,480,16.0,30.0,1280,720
T_20260715_020010_033115_frame_000510.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,510,17.0,30.0,1280,720
T_20260715_020010_033115_frame_000540.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,540,18.0,30.0,1280,720
T_20260715_020010_033115_frame_000570.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,570,19.0,30.0,1280,720
T_20260715_020010_033115_frame_000600.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,600,20.0,30.0,1280,720
T_20260715_020010_033115_frame_000630.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,630,21.0,30.0,1280,720
T_20260715_020010_033115_frame_000660.jpg,T_20260715_020010_033115.mp4,T_20260715_020010_033115,660,22.0,30.0,1280,720
T_20260715_020045_026831_frame_000000.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,0,0.0,30.0,1280,720
T_20260715_020045_026831_frame_000030.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,30,1.0,30.0,1280,720
T_20260715_020045_026831_frame_000060.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,60,2.0,30.0,1280,720
T_20260715_020045_026831_frame_000090.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,90,3.0,30.0,1280,720
T_20260715_020045_026831_frame_000120.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,120,4.0,30.0,1280,720
T_20260715_020045_026831_frame_000150.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,150,5.0,30.0,1280,720
T_20260715_020045_026831_frame_000180.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,180,6.0,30.0,1280,720
T_20260715_020045_026831_frame_000210.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,210,7.0,30.0,1280,720
T_20260715_020045_026831_frame_000240.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,240,8.0,30.0,1280,720
T_20260715_020045_026831_frame_000270.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,270,9.0,30.0,1280,720
T_20260715_020045_026831_frame_000300.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,300,10.0,30.0,1280,720
T_20260715_020045_026831_frame_000330.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,330,11.0,30.0,1280,720
T_20260715_020045_026831_frame_000360.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,360,12.0,30.0,1280,720
T_20260715_020045_026831_frame_000390.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,390,13.0,30.0,1280,720
T_20260715_020045_026831_frame_000420.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,420,14.0,30.0,1280,720
T_20260715_020045_026831_frame_000450.jpg,T_20260715_020045_026831.mp4,T_20260715_020045_026831,450,15.0,30.0,1280,720
T_20260715_020118_072046_frame_000000.jpg,T_20260715_020118_072046.mp4,T_20260715_020118_072046,0,0.0,30.0,1280,720
T_20260715_020118_072046_frame_000030.jpg,T_20260715_020118_072046.mp4,T_20260715_020118_072046,30,1.0,30.0,1280,720
T_20260715_020118_072046_frame_000060.jpg,T_20260715_020118_072046.mp4,T_20260715_020118_072046,60,2.0,30.0,1280,720
T_20260715_020118_072046_frame_000090.jpg,T_20260715_020118_072046.mp4,T_20260715_020118_072046,90,3.0,30.0,1280,720
T_20260715_020118_072046_frame_000120.jpg,T_20260715_020118_072046.mp4,T_20260715_020118_072046,120,4.0,30.0,1280,720
T_20260715_020118_072046_frame_000150.jpg,T_20260715_020118_072046.mp4,T_20260715_020118_072046,150,5.0,30.0,1280,720
