image_filename,source_video,trial_id,source_frame_number,source_time_seconds,source_video_fps,frame_width,frame_height,read_success,resolution_ok,blur_score,is_blurry,mean_brightness,is_too_dark,is_too_bright,contrast_score,is_low_contrast,is_exact_duplicate,duplicate_of,quality_warning_count,near_duplicate_pair_count,highest_local_similarity,most_similar_image,near_duplicate_warning,automatic_warning_count,automatic_recommendation,human_decision,human_notes,final_dataset_selected,final_dataset_version
T_20260712_200340_371645_frame_000420.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,420,14.0,30.0,1280,720,True,True,156.244,False,109.386,False,False,64.196,False,False,,0,0,0.874798,T_20260712_200340_371645_frame_000450.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000450.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,450,15.0,30.0,1280,720,True,True,166.184,False,119.526,False,False,67.812,False,False,,0,0,0.874798,T_20260712_200340_371645_frame_000420.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000000.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,0,0.0,30.0,1280,720,True,True,152.239,False,120.863,False,False,68.886,False,False,,0,0,0.86056,T_20260712_200418_666396_frame_000030.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000180.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,180,6.0,30.0,1280,720,True,True,160.864,False,116.03,False,False,68.044,False,False,,0,0,0.879803,T_20260712_200418_666396_frame_000120.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000210.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,210,7.0,30.0,1280,720,True,True,171.761,False,119.596,False,False,71.04,False,False,,0,0,0.858588,T_20260712_200418_666396_frame_000120.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000240.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,240,8.0,30.0,1280,720,True,True,175.185,False,119.718,False,False,70.53,False,False,,0,0,0.834588,T_20260712_200418_666396_frame_000270.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000270.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,270,9.0,30.0,1280,720,True,True,155.26,False,113.044,False,False,68.139,False,False,,0,0,0.842948,T_20260712_200418_666396_frame_000300.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000300.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,300,10.0,30.0,1280,720,True,True,160.091,False,115.051,False,False,68.94,False,False,,0,0,0.842948,T_20260712_200418_666396_frame_000270.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000330.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,330,11.0,30.0,1280,720,True,True,161.597,False,111.878,False,False,69.167,False,False,,0,0,0.824466,T_20260712_200418_666396_frame_000300.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000360.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,360,12.0,30.0,1280,720,True,True,160.263,False,114.399,False,False,66.416,False,False,,0,0,0.836209,T_20260712_200418_666396_frame_000390.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000390.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,390,13.0,30.0,1280,720,True,True,143.069,False,108.102,False,False,66.57,False,False,,0,0,0.875567,T_20260712_200418_666396_frame_000420.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000450.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,450,15.0,30.0,1280,720,True,True,158.77,False,117.594,False,False,69.978,False,False,,0,0,0.897836,T_20260712_200418_666396_frame_000420.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000600.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,600,20.0,30.0,1280,720,True,True,164.512,False,118.39,False,False,71.067,False,False,,0,0,0.910556,T_20260712_200418_666396_frame_000630.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000660.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,660,22.0,30.0,1280,720,True,True,169.653,False,116.099,False,False,68.399,False,False,,0,0,0.80088,T_20260712_200418_666396_frame_000690.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000720.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,720,24.0,30.0,1280,720,True,True,163.614,False,117.03,False,False,70.231,False,False,,0,0,0.913095,T_20260712_200418_666396_frame_000690.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000750.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,750,25.0,30.0,1280,720,True,True,166.447,False,114.324,False,False,68.955,False,False,,0,0,0.80647,T_20260712_200418_666396_frame_000690.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200418_666396_frame_000780.jpg,T_20260712_200418_666396.mp4,T_20260712_200418_666396,780,26.0,30.0,1280,720,True,True,150.323,False,114.733,False,False,67.574,False,False,,0,0,0.803491,T_20260712_200418_666396_frame_000750.jpg,False,0,NO_WARNING,KEEP,,True,V1
